,GEOID,state,week_of_year,pop_count_2010,cases_cum,cases_cum_rate_100K,cases_count_pos,cases_rate_100K
1406,35,New Mexico,15,2059179,6843,332.31690882628465,621.0,30.157650209136747
1407,35,New Mexico,16,2059179,11187,543.2747711587969,600.0,29.137826289021017
1408,35,New Mexico,17,2059179,16546,803.5241229635694,883.0,42.88116768867592
1409,35,New Mexico,18,2059179,23519,1142.1542274858086,1122.0,54.4877351604693
1410,35,New Mexico,19,2059179,31263,1518.2264387894397,1013.0,49.19436338463048
1411,35,New Mexico,20,2059179,38595,1874.2906760412768,1075.0,52.20527210116265
1412,35,New Mexico,21,2059179,45461,2207.724534875307,1005.0,48.805859034110206
1413,35,New Mexico,22,2059179,51578,2504.784673891876,746.0,36.228030686016126
1414,35,New Mexico,23,2059179,58729,2852.0590002131917,1251.0,60.75236781260881
1415,35,New Mexico,24,2059179,65655,3188.4066416761243,783.0,38.024863307172424
1416,35,New Mexico,25,2059179,71251,3460.1654348650604,842.0,40.89008289225949
1417,35,New Mexico,26,2059179,78550,3814.627091671001,1244.0,60.41242650590356
1418,35,New Mexico,27,2059179,88020,4274.519116599382,1447.0,70.27072440035568
1419,35,New Mexico,28,2059179,99852,4849.117051018878,1772.0,86.05371364024205
1420,35,New Mexico,29,2059179,112947,5485.05010977676,1943.0,94.35799413261304
1421,35,New Mexico,30,2059179,127039,6169.400523218234,2082.0,101.10825722290292
1422,35,New Mexico,31,2059179,142229,6907.073158768616,1963.0,95.32925500891375
1423,35,New Mexico,32,2059179,152204,7391.48952082359,1299.0,63.08339391573049
1424,35,New Mexico,33,2059179,160760,7806.994923705031,1093.0,53.07940688983327
1425,35,New Mexico,34,2059179,167572,8137.806378173048,988.0,47.9802872892546
1426,35,New Mexico,35,2059179,174159,8457.691147782683,887.0,43.075419863936055
1427,35,New Mexico,36,2059179,180293,8755.576858544107,824.0,40.01594810358886
1428,35,New Mexico,37,2059179,185007,8984.503047088185,654.0,31.760230655032906
1429,35,New Mexico,38,2059179,190446,9248.63744239816,818.0,39.72456984069865
1430,35,New Mexico,39,2059179,197707,9601.253703539129,1265.0,61.43225042601931
1431,35,New Mexico,40,2059179,208011,10101.64730700925,1633.0,79.3034505499522
1432,35,New Mexico,41,2059179,222653,10812.707394548994,2506.0,121.69898780047777
1433,35,New Mexico,42,2059179,245224,11908.823856498148,3805.0,184.78238171620825
1434,35,New Mexico,43,2059179,276361,13420.931351766894,5075.0,246.45744736130274
1435,35,New Mexico,44,2059179,314116,15254.429071003542,5369.0,260.7349822429231
1436,35,New Mexico,45,2059179,359651,17465.74727112116,7649.0,371.4587221412029
1437,35,New Mexico,46,2059179,423024,20543.333046811375,9320.0,452.6075683561263
1438,35,New Mexico,47,2059179,516015,25059.259054215298,17695.0,859.3230603070447
1439,35,New Mexico,48,2059179,629544,30572.57285549241,13521.0,656.6209154230885
1440,36,New York,4,19378102,0,0.0,0.0,0.0
1441,36,New York,5,19378102,0,0.0,0.0,0.0
1442,36,New York,6,19378102,0,0.0,0.0,0.0
1443,36,New York,7,19378102,0,0.0,0.0,0.0
1444,36,New York,8,19378102,0,0.0,0.0,0.0
1445,36,New York,9,19378102,1,0.005160464115629075,1.0,0.005160464115629075
1446,36,New York,10,19378102,275,1.4191276317979955,105.0,0.5418487321410529
1447,36,New York,11,19378102,2621,13.525576447063804,626.0,3.2304505363838008
1448,36,New York,12,19378102,41545,214.3914816838099,14456.0,74.59966925553391
1449,36,New York,13,19378102,276824,1428.540318344903,44595.0,230.13089723647857
1450,36,New York,14,19378102,665176,3432.6168785776854,64302.0,331.82816356318074
1451,36,New York,15,19378102,1135644,5860.4501101294645,67340.0,347.5056535464618
1452,36,New York,16,19378102,1566815,8085.492583329368,55316.0,285.45623302013786
1453,36,New York,17,19378102,1893096,9769.253975440937,46173.0,238.27410961094125
1454,36,New York,18,19378102,2165499,11174.979881930645,28919.0,149.2354617598772
1455,36,New York,19,19378102,2328332,12015.273735270875,18824.0,97.1405765126017
1456,36,New York,20,19378102,2439116,12586.970591856725,14380.0,74.2074739827461
1457,36,New York,21,19378102,2528665,13049.084992947195,11309.0,58.35968868364921
1458,36,New York,22,19378102,2600808,13421.376355641021,9229.0,47.625923323140725
1459,36,New York,23,19378102,2659302,13723.23254362063,7304.0,37.69202990055476
1460,36,New York,24,19378102,2700474,13935.699172189308,5217.0,26.922141291236883
1461,36,New York,25,19378102,2734583,14111.7174427093,4606.0,23.769097716587517
1462,36,New York,26,19378102,2766644,14277.167082720483,4591.0,23.69169075485308
1463,36,New York,27,19378102,2797907,14438.498672367397,4529.0,23.371741979684074
1464,36,New York,28,19378102,2830216,14605.228107479257,4581.0,23.64008611369679
1465,36,New York,29,19378102,2865797,14788.842581177456,5112.0,26.38029255909583
1466,36,New York,30,19378102,2900440,14967.616539535193,4928.0,25.430767161820082
1467,36,New York,31,19378102,2933238,15136.869441599596,4565.0,23.557518687846727
1468,36,New York,32,19378102,2965382,15302.747400132377,4560.0,23.53171636726858
1469,36,New York,33,19378102,2997055,15466.194780066697,4658.0,24.03744185060023
1470,36,New York,34,19378102,3027954,15625.647960775517,4236.0,21.85972599380476
1471,36,New York,35,19378102,3057716,15779.233693784874,4369.0,22.54606772118343
1472,36,New York,36,19378102,3092920,15960.90267251148,5395.0,27.84070390381886
1473,36,New York,37,19378102,3127494,16139.320558845238,4846.0,25.007609104338492
1474,36,New York,38,19378102,3164255,16329.024380199877,5540.0,28.588971200585075
1475,36,New York,39,19378102,3203564,16531.877064121138,5728.0,29.559138454323342
1476,36,New York,40,19378102,3255402,16799.385202947124,8967.0,46.273881724845914
1477,36,New York,41,19378102,3323010,17148.273860876572,9706.0,50.0874647062958
1478,36,New York,42,19378102,3390767,17497.931427959247,10003.0,51.620122548637625
1479,36,New York,43,19378102,3464629,17879.093628467846,11185.0,57.7197911333112
1480,36,New York,44,19378102,3554985,18345.372524099625,14281.0,73.69658803529882
1481,36,New York,45,19378102,3669566,18936.663662932522,19302.0,99.6072783598724
1482,36,New York,46,19378102,3856241,19899.993301717575,31168.0,160.84134555592698
1483,36,New York,47,19378102,4091101,21111.979903914224,36015.0,185.8541151243811
1484,36,New York,48,19378102,4379890,22602.26517540263,44965.0,232.04026895926134
1485,37,North Carolina,4,9535483,0,0.0,0.0,0.0
1486,37,North Carolina,5,9535483,0,0.0,0.0,0.0
1487,37,North Carolina,6,9535483,0,0.0,0.0,0.0
1488,37,North Carolina,7,9535483,0,0.0,0.0,0.0
1489,37,North Carolina,8,9535483,0,0.0,0.0,0.0
1490,37,North Carolina,9,9535483,0,0.0,0.0,0.0
1491,37,North Carolina,10,9535483,9,0.09438431173334377,2.0,0.020974291496298616
1492,37,North Carolina,11,9535483,113,1.1850474695408717,30.0,0.3146143724444792
1493,37,North Carolina,12,9535483,843,8.840663865689866,237.0,2.4854535423113857
1494,37,North Carolina,13,9535483,4822,50.569016797575955,897.0,9.406969736089927
1495,37,North Carolina,14,9535483,13359,140.0977800495266,1419.0,14.881259816623865
1496,37,North Carolina,15,9535483,25900,271.61707487706707,1935.0,20.29262702266891
1497,37,North Carolina,16,9535483,38858,407.5095094815858,1973.0,20.69113856109858
1498,37,North Carolina,17,9535483,53973,566.0227174648626,2337.0,24.508459613424932
1499,37,North Carolina,18,9535483,73161,767.2500700803514,2838.0,29.762519633247734
1500,37,North Carolina,19,9535483,93417,979.6776943548639,3115.0,32.66745900548509
1501,37,North Carolina,20,9535483,116650,1223.325551521617,3754.0,39.3687451385525
1502,37,North Carolina,21,9535483,147661,1548.5424283174748,4694.0,49.226662141812845
1503,37,North Carolina,22,9535483,181770,1906.2484826410996,5455.0,57.20738005615447
1504,37,North Carolina,23,9535483,226598,2376.366252239137,6977.0,73.16881588483771
1505,37,North Carolina,24,9535483,280591,2942.598712618962,8536.0,89.51827610620249
1506,37,North Carolina,25,9535483,341438,3580.7100699566035,8655.0,90.76624645023226
1507,37,North Carolina,26,9535483,404613,4243.235502595935,9324.0,97.78214695574414
1508,37,North Carolina,27,9535483,479365,5027.170621561593,10918.0,114.49865727829415
1509,37,North Carolina,28,9535483,559910,5871.857775846278,12735.0,133.55380110268143
1510,37,North Carolina,29,9535483,656191,6881.570655623842,14010.0,146.9249119315718
1511,37,North Carolina,30,9535483,749701,7862.223654533284,12961.0,135.92389604176316
1512,37,North Carolina,31,9535483,840996,8819.647625610574,12479.0,130.86909179115523
1513,37,North Carolina,32,9535483,920114,9649.36962291265,10969.0,115.03350171144976
1514,37,North Carolina,33,9535483,987110,10351.966439455664,8861.0,92.92659847435101
1515,37,North Carolina,34,9535483,1053696,11050.263526241932,10279.0,107.79737114522672
1516,37,North Carolina,35,9535483,1131732,11868.638431844513,11120.0,116.61706071942028
1517,37,North Carolina,36,9535483,1209999,12689.435868114913,10631.0,111.48884644857527
1518,37,North Carolina,37,9535483,1271322,13332.539106828672,8184.0,85.82680080285392
1519,37,North Carolina,38,9535483,1331441,13963.015822061663,8653.0,90.74527215873596
1520,37,North Carolina,39,9535483,1406324,14748.324757120326,13429.0,140.83188025189702
1521,37,North Carolina,40,9535483,1491828,15645.017667170083,10234.0,107.32544958656
1522,37,North Carolina,41,9535483,1579849,16568.106723067933,13923.0,146.01253025148281
1523,37,North Carolina,42,9535483,1676219,17578.752958817084,14552.0,152.6089449270687
1524,37,North Carolina,43,9535483,1775238,18617.17964365308,14012.0,146.9458862230681
1525,37,North Carolina,44,9535483,1886220,19781.064053074184,16578.0,173.85590221281922
1526,37,North Carolina,45,9535483,2002742,21003.04724994004,16725.0,175.39751263779718
1527,37,North Carolina,46,9535483,2126457,22300.464486172328,18975.0,198.9935905711331
1528,37,North Carolina,47,9535483,2281845,23930.041089685757,24577.0,257.7425810522655
1529,37,North Carolina,48,9535483,2455930,25755.69585725233,25141.0,263.65733125422173
1530,38,North Dakota,4,672591,0,0.0,0.0,0.0
1531,38,North Dakota,5,672591,0,0.0,0.0,0.0
1532,38,North Dakota,6,672591,0,0.0,0.0,0.0
1533,38,North Dakota,7,672591,0,0.0,0.0,0.0
1534,38,North Dakota,8,672591,0,0.0,0.0,0.0
1535,38,North Dakota,9,672591,0,0.0,0.0,0.0
1536,38,North Dakota,10,672591,0,0.0,0.0,0.0
1537,38,North Dakota,11,672591,5,0.7433938307232777,1.0,0.14867876614465553
1538,38,North Dakota,12,672591,117,17.395415638924696,29.0,4.31168421819501
1539,38,North Dakota,13,672591,430,63.93186944220187,67.0,9.96147733169192
1540,38,North Dakota,14,672591,1107,164.58739412213367,110.0,16.35466427591211
1541,38,North Dakota,15,672591,1861,276.6911837952039,101.0,15.01655538061021
1542,38,North Dakota,16,672591,2982,443.3600806433627,277.0,41.18401822206958
1543,38,North Dakota,17,672591,5077,754.842095716416,282.0,41.92741205279286
1544,38,North Dakota,18,672591,7484,1112.711885826602,324.0,48.171920230868395
1545,38,North Dakota,19,672591,9565,1422.1123981736303,300.0,44.60362984339666
1546,38,North Dakota,20,672591,11957,1777.7520067916457,409.0,60.80961535316411
1547,38,North Dakota,21,672591,15349,2282.0703815543175,518.0,77.01560086293155
1548,38,North Dakota,22,672591,17465,2596.6746507164085,197.0,29.289716930497136
1549,38,North Dakota,23,672591,19099,2839.615754596776,284.0,42.22476958508217
1550,38,North Dakota,24,672591,20877,3103.966600801973,219.0,32.56064978567956
1551,38,North Dakota,25,672591,22383,3327.876822615824,211.0,31.371219656522314
1552,38,North Dakota,26,672591,23818,3541.2308520334054,210.0,31.222540890377665
1553,38,North Dakota,27,672591,25767,3831.0057672493385,321.0,47.72588393243443
1554,38,North Dakota,28,672591,28553,4245.224809728348,513.0,76.27220703220829
1555,38,North Dakota,29,672591,32914,4893.612908885191,685.0,101.84495480908905
1556,38,North Dakota,30,672591,38447,5716.252521963571,857.0,127.41770258596976
1557,38,North Dakota,31,672591,44414,6603.41871954873,784.0,116.56415265740992
1558,38,North Dakota,32,672591,50411,7495.045280118229,936.0,139.16332511139757
1559,38,North Dakota,33,672591,57120,8492.531122182721,991.0,147.34065724935363
1560,38,North Dakota,34,672591,64753,9627.396144164879,1289.0,191.646929560461
1561,38,North Dakota,35,672591,75820,11272.824049087782,1826.0,271.487426980141
1562,38,North Dakota,36,672591,88678,13184.535624175762,1929.0,286.8013398930405
1563,38,North Dakota,37,672591,101662,15114.98072379797,1945.0,289.180200151355
1564,38,North Dakota,38,672591,117767,17509.452252557643,2381.0,354.00414219042483
1565,38,North Dakota,39,672591,136194,20249.155876305216,2766.0,411.24546715611723
1566,38,North Dakota,40,672591,155847,23171.139667346128,2826.0,420.16619312479656
1567,38,North Dakota,41,672591,178427,26528.306206892456,3716.0,552.4902949935399
1568,38,North Dakota,42,672591,208373,30980.640537860305,4714.0,700.8717036059061
1569,38,North Dakota,43,672591,246087,36587.91152423984,5741.0,853.5647964364673
1570,38,North Dakota,44,672591,289885,43099.74412384347,7324.0,1088.923283243457
1571,38,North Dakota,45,672591,350486,52109.82603097574,9262.0,1377.0627320317994
1572,38,North Dakota,46,672591,415665,61800.55932951823,9492.0,1411.25884824507
1573,38,North Dakota,47,672591,480975,71510.76954642568,8887.0,1321.3081947275537
1574,38,North Dakota,48,672591,533585,79332.75943329601,5975.0,888.3556277143167
1575,39,Ohio,4,11536504,0,0.0,0.0,0.0
1576,39,Ohio,5,11536504,0,0.0,0.0,0.0
1577,39,Ohio,6,11536504,0,0.0,0.0,0.0
1578,39,Ohio,7,11536504,0,0.0,0.0,0.0
1579,39,Ohio,8,11536504,0,0.0,0.0,0.0
1580,39,Ohio,9,11536504,0,0.0,0.0,0.0
1581,39,Ohio,10,11536504,0,0.0,0.0,0.0
1582,39,Ohio,11,11536504,91,0.7888004892990113,37.0,0.3207210780666309
1583,39,Ohio,12,11536504,1094,9.482942146078223,314.0,2.721795094943841
1584,39,Ohio,13,11536504,6797,58.91732885456461,1314.0,11.38993233998792
1585,39,Ohio,14,11536504,20677,179.23107381577643,2378.0,20.61283036871482
1586,39,Ohio,15,11536504,38630,334.8501417760528,2562.0,22.20776762180293
1587,39,Ohio,16,11536504,61391,532.1456136105011,4997.0,43.314681813485265
1588,39,Ohio,17,11536504,102174,885.6582548751338,4361.0,37.801746525637235
1589,39,Ohio,18,11536504,126416,1095.7912379694924,3951.0,34.247810255169156
1590,39,Ohio,19,11536504,155951,1351.8046715018693,4172.0,36.163468586323894
1591,39,Ohio,20,11536504,184489,1599.1759722009372,3839.0,33.27697888372422
1592,39,Ohio,21,11536504,211127,1830.0778121344213,3986.0,34.5511950587457
1593,39,Ohio,22,11536504,237950,2062.5832574582387,3602.0,31.22263035664877
1594,39,Ohio,23,11536504,260753,2260.2427910569786,2963.0,25.683690657065604
1595,39,Ohio,24,11536504,279998,2427.0610923378517,2672.0,23.16126271875778
1596,39,Ohio,25,11536504,301931,2617.1793465334044,3660.0,31.725382316861328
1597,39,Ohio,26,11536504,334476,2899.2838731733636,5501.0,47.68342298498748
1598,39,Ohio,27,11536504,378457,3280.517217347647,6842.0,59.307395030591586
1599,39,Ohio,28,11536504,431034,3736.26186928033,8441.0,73.16774648541707
1600,39,Ohio,29,11536504,495794,4297.6104372693835,9340.0,80.9604018687117
1601,39,Ohio,30,11536504,561314,4865.5467895646725,9141.0,79.23544255694793
1602,39,Ohio,31,11536504,625470,5421.65980265772,8958.0,77.64917344110486
1603,39,Ohio,32,11536504,682337,5914.5907633716415,7817.0,67.75882884450957
1604,39,Ohio,33,11536504,736749,6386.241447148981,7439.0,64.48227296588291
1605,39,Ohio,34,11536504,783882,6794.796759919643,6515.0,56.47291415146218
1606,39,Ohio,35,11536504,832284,7214.351938854266,7460.0,64.66430384802884
1607,39,Ohio,36,11536504,889433,7709.727314271291,8296.0,71.91086658488568
1608,39,Ohio,37,11536504,939678,8145.257870148531,6847.0,59.350735716816814
1609,39,Ohio,38,11536504,990524,8585.997976510042,6904.0,59.84481953978432
1610,39,Ohio,39,11536504,1035224,8973.463711363513,6500.0,56.342892092786514
1611,39,Ohio,40,11536504,1087692,9428.263536336486,8098.0,70.19457541036695
1612,39,Ohio,41,11536504,1150557,9973.18598424618,9842.0,85.31180676572383
1613,39,Ohio,42,11536504,1231316,10673.216080018694,13038.0,113.0151734008847
1614,39,Ohio,43,11536504,1334567,11568.209918706742,16328.0,141.53334493707973
1615,39,Ohio,44,11536504,1464734,12696.515339482396,20885.0,181.03404636274558
1616,39,Ohio,45,11536504,1649599,14298.95053128747,31268.0,271.03531537803826
1617,39,Ohio,46,11536504,1929136,16722.015612355353,47828.0,414.57966815596825
1618,39,Ohio,47,11536504,2293378,19879.3152587647,53323.0,462.2110823174855
1619,39,Ohio,48,11536504,2721641,23591.557719739016,63013.0,546.2053322219626
1620,40,Oklahoma,4,3751351,0,0.0,0.0,0.0
1621,40,Oklahoma,5,3751351,0,0.0,0.0,0.0
1622,40,Oklahoma,6,3751351,0,0.0,0.0,0.0
1623,40,Oklahoma,7,3751351,0,0.0,0.0,0.0
1624,40,Oklahoma,8,3751351,0,0.0,0.0,0.0
1625,40,Oklahoma,9,3751351,0,0.0,0.0,0.0
1626,40,Oklahoma,10,3751351,3,0.07997118904629293,1.0,0.026657063015430974
1627,40,Oklahoma,11,3751351,22,0.5864553863394815,7.0,0.18659944110801682
1628,40,Oklahoma,12,3751351,270,7.197407014166363,59.0,1.5727667179104277
1629,40,Oklahoma,13,3751351,1727,46.03674782764929,362.0,9.649856811586012
1630,40,Oklahoma,14,3751351,6044,161.1152888652648,822.0,21.91210579868426
1631,40,Oklahoma,15,3751351,11634,310.12827112152394,719.0,19.16642830809487
1632,40,Oklahoma,16,3751351,16507,440.02813919571906,629.0,16.767292636706085
1633,40,Oklahoma,17,3751351,20964,558.838669055495,654.0,17.43371921209186
1634,40,Oklahoma,18,3751351,25352,675.8098615672061,719.0,19.166428308094872
1635,40,Oklahoma,19,3751351,30205,805.1765883810925,617.0,16.44740788052091
1636,40,Oklahoma,20,3751351,34791,927.425879369859,721.0,19.21974243412573
1637,40,Oklahoma,21,3751351,39945,1064.8163821513904,727.0,19.37968481221832
1638,40,Oklahoma,22,3751351,43988,1172.5908879227777,469.0,12.502162554237124
1639,40,Oklahoma,23,3751351,48192,1284.6571808396495,645.0,17.193805644952977
1640,40,Oklahoma,24,3751351,53828,1434.8963879946184,1080.0,28.789628056665453
1641,40,Oklahoma,25,3751351,65577,1748.0902213629172,2284.0,60.884731927244346
1642,40,Oklahoma,26,3751351,83146,2216.428161481024,2429.0,64.75000606448184
1643,40,Oklahoma,27,3751351,102218,2724.8316673113236,2984.0,79.54467603804603
1644,40,Oklahoma,28,3751351,129077,3440.813722842783,4307.0,114.8119704074612
1645,40,Oklahoma,29,3751351,163198,4350.379369992304,5030.0,134.0850269676178
1646,40,Oklahoma,30,3751351,197511,5265.063173240786,6020.0,160.47551935289448
1647,40,Oklahoma,31,3751351,248964,6636.649036573756,6916.0,184.36024781472062
1648,40,Oklahoma,32,3751351,288853,7699.972623196283,5360.0,142.88185776271
1649,40,Oklahoma,33,3751351,323213,8615.909308406492,4781.0,127.4474182767755
1650,40,Oklahoma,34,3751351,356139,9493.61976525257,4823.0,128.56701492342359
1651,40,Oklahoma,35,3751351,389715,10388.657313058684,4855.0,129.42004093991739
1652,40,Oklahoma,36,3751351,428111,11412.181904599169,5587.0,148.93301106721285
1653,40,Oklahoma,37,3751351,467557,12463.696412305859,5747.0,153.19814114968182
1654,40,Oklahoma,38,3751351,514317,13710.180678907413,7453.0,198.67509065400702
1655,40,Oklahoma,39,3751351,568748,15161.151275900336,7526.0,200.62105625413352
1656,40,Oklahoma,40,3751351,618605,16490.19246666068,6984.0,186.1729280997699
1657,40,Oklahoma,41,3751351,670340,17869.295621764002,8070.0,215.12249853452798
1658,40,Oklahoma,42,3751351,727238,19386.029193215993,7912.0,210.91068257808988
1659,40,Oklahoma,43,3751351,787236,20985.399660015817,9437.0,251.5627036766221
1660,40,Oklahoma,44,3751351,843521,22485.792451839352,7375.0,196.59583973880345
1661,40,Oklahoma,45,3751351,913633,24354.77245397725,12147.0,323.80334444844004
1662,40,Oklahoma,46,3751351,1017328,27118.976603362364,17870.0,476.3617160857515
1663,40,Oklahoma,47,3751351,1153545,30750.121756135326,20202.0,538.5259870377366
1664,40,Oklahoma,48,3751351,1304104,34763.58250667559,21215.0,565.5295918723682
1665,41,Oregon,4,3831074,0,0.0,0.0,0.0
1666,41,Oregon,5,3831074,0,0.0,0.0,0.0
1667,41,Oregon,6,3831074,0,0.0,0.0,0.0
1668,41,Oregon,7,3831074,0,0.0,0.0,0.0
1669,41,Oregon,8,3831074,0,0.0,0.0,0.0
1670,41,Oregon,9,3831074,4,0.10440936405822493,2.0,0.052204682029112465
1671,41,Oregon,10,3831074,29,0.7569678894221308,11.0,0.2871257511601185
1672,41,Oregon,11,3831074,182,4.750626064649234,26.0,0.678660866378462
1673,41,Oregon,12,3831074,685,17.88010359497102,122.0,3.1844856037758604
1674,41,Oregon,13,3831074,2426,63.324279301313425,388.0,10.127708313647819
1675,41,Oregon,14,3831074,5828,152.12444343283371,519.0,13.547114986554686
1676,41,Oregon,15,3831074,9218,240.61137947217932,459.0,11.980974525681312
1677,41,Oregon,16,3831074,12155,317.273955031931,383.0,9.997196608575036
1678,41,Oregon,17,3831074,14885,388.53334600166954,401.0,10.46703874683705
1679,41,Oregon,18,3831074,17589,459.1140761050295,369.0,9.631763834371249
1680,41,Oregon,19,3831074,20959,547.078965324084,548.0,14.304082875976814
1681,41,Oregon,20,3831074,24316,634.7045241099494,395.0,10.310424700749712
1682,41,Oregon,21,3831074,26710,697.1935284987969,304.0,7.935111668425093
1683,41,Oregon,22,3831074,28606,746.6835670623956,316.0,8.24833976059977
1684,41,Oregon,23,3831074,31581,824.3380315807003,566.0,14.773925014238827
1685,41,Oregon,24,3831074,36880,962.6543366168338,835.0,21.79545474715445
1686,41,Oregon,25,3831074,44786,1169.0194446779153,1301.0,33.959145659937654
1687,41,Oregon,26,3831074,53965,1408.612832850527,1403.0,36.62158444342239
1688,41,Oregon,27,3831074,65384,1706.6754648957449,1889.0,49.30732217649672
1689,41,Oregon,28,3831074,78708,2054.463056573692,1933.0,50.4558251811372
1690,41,Oregon,29,3831074,94674,2471.213033212097,2416.0,63.06325589116785
1691,41,Oregon,30,3831074,110793,2891.9566680257285,2178.0,56.85089872970347
1692,41,Oregon,31,3831074,126936,3313.326759023709,2333.0,60.896761586959684
1693,41,Oregon,32,3831074,142265,3713.4495444358417,2175.0,56.7725917066598
1694,41,Oregon,33,3831074,156508,4085.2251875061665,1990.0,51.94365861896691
1695,41,Oregon,34,3831074,169293,4418.943617377268,1676.0,43.747523540396244
1696,41,Oregon,35,3831074,180848,4720.556167800465,1616.0,42.18138307952287
1697,41,Oregon,36,3831074,191629,5001.965506278396,1491.0,38.91859045270334
1698,41,Oregon,37,3831074,201062,5248.188889068705,1292.0,33.72422459080665
1699,41,Oregon,38,3831074,210829,5503.130453757876,1465.0,38.23992958632488
1700,41,Oregon,39,3831074,223433,5832.124359905343,2018.0,52.67452416737448
1701,41,Oregon,40,3831074,237174,6190.79662778636,1951.0,50.9256673193992
1702,41,Oregon,41,3831074,252896,6601.177633217212,2492.0,65.04703380827414
1703,41,Oregon,42,3831074,269766,7041.5241261327765,2269.0,59.226211762028086
1704,41,Oregon,43,3831074,286428,7476.441332117312,2569.0,67.05691406639495
1705,41,Oregon,44,3831074,307026,8014.097352335141,3318.0,86.60756748629757
1706,41,Oregon,45,3831074,335969,8769.577408319441,5029.0,131.26867296220328
1707,41,Oregon,46,3831074,377548,9854.886645363677,6432.0,167.8902574056257
1708,41,Oregon,47,3831074,427774,11165.902825160776,8290.0,216.38840701067116
1709,41,Oregon,48,3831074,489640,12780.750254367314,8950.0,233.61595208027825
1710,42,Pennsylvania,4,12702379,0,0.0,0.0,0.0
1711,42,Pennsylvania,5,12702379,0,0.0,0.0,0.0
1712,42,Pennsylvania,6,12702379,0,0.0,0.0,0.0
1713,42,Pennsylvania,7,12702379,0,0.0,0.0,0.0
1714,42,Pennsylvania,8,12702379,0,0.0,0.0,0.0
1715,42,Pennsylvania,9,12702379,0,0.0,0.0,0.0
1716,42,Pennsylvania,10,12702379,12,0.09447049249593323,6.0,0.047235246247966614
1717,42,Pennsylvania,11,12702379,216,1.7004688649267985,62.0,0.4880975445623218
1718,42,Pennsylvania,12,12702379,1669,13.139270997976046,436.0,3.432427894018908
1719,42,Pennsylvania,13,12702379,12809,100.8393781983674,2937.0,23.121653038379662
1720,42,Pennsylvania,14,12702379,52099,410.1515157121355,8149.0,64.15333694578001
1721,42,Pennsylvania,15,12702379,127307,1002.2295823483146,11365.0,89.4714289346901
1722,42,Pennsylvania,16,12702379,199859,1573.3981799787268,10037.0,79.01669443180683
1723,42,Pennsylvania,17,12702379,269119,2118.650372501088,9717.0,76.49748129858195
1724,42,Pennsylvania,18,12702379,336380,2648.165355481835,9370.0,73.7657095572412
1725,42,Pennsylvania,19,12702379,394296,3104.1114424313746,7958.0,62.64968160688639
1726,42,Pennsylvania,20,12702379,442467,3483.3396169331745,5708.0,44.936464263898905
1727,42,Pennsylvania,21,12702379,484546,3814.608271411206,5911.0,46.53459009528845
1728,42,Pennsylvania,22,12702379,520267,4095.8233099484755,4562.0,35.91453223053729
1729,42,Pennsylvania,23,12702379,548764,4320.167112003192,3783.0,29.78182275934295
1730,42,Pennsylvania,24,12702379,573617,4515.823374503311,3300.0,25.97938543638164
1731,42,Pennsylvania,25,12702379,593921,4675.667447806431,2723.0,21.436929255535517
1732,42,Pennsylvania,26,12702379,618089,4865.93101969324,3761.0,29.608626856433748
1733,42,Pennsylvania,27,12702379,648089,5102.1072509330725,4618.0,36.35539452885165
1734,42,Pennsylvania,28,12702379,683244,5378.866431240951,5391.0,42.44086875379801
1735,42,Pennsylvania,29,12702379,721604,5680.857105586285,5590.0,44.00750442102223
1736,42,Pennsylvania,30,12702379,764614,6019.455095773792,6389.0,50.29766471304312
1737,42,Pennsylvania,31,12702379,810254,6378.757868899991,6265.0,49.32146962391848
1738,42,Pennsylvania,32,12702379,848544,6680.19746537243,5274.0,41.519781451962665
1739,42,Pennsylvania,33,12702379,887625,6987.864241808562,5763.0,45.36945402117195
1740,42,Pennsylvania,34,12702379,921958,7258.152193380468,4604.0,36.24517895427306
1741,42,Pennsylvania,35,12702379,952867,7501.484564426868,4458.0,35.0957879622392
1742,42,Pennsylvania,36,12702379,990326,7796.382079293965,5765.0,45.38519910325459
1743,42,Pennsylvania,37,12702379,1027656,8090.264036366731,4733.0,37.26073674860433
1744,42,Pennsylvania,38,12702379,1068572,8412.376925613698,6289.0,49.510410608910355
1745,42,Pennsylvania,39,12702379,1107593,8719.571349587348,5846.0,46.02287492760214
1746,42,Pennsylvania,40,12702379,1154775,9091.013580999275,7391.0,58.18595083645355
1747,42,Pennsylvania,41,12702379,1210878,9532.686751040888,8659.0,68.16833287685716
1748,42,Pennsylvania,42,12702379,1277602,10057.974179482442,9952.0,78.34752844329398
1749,42,Pennsylvania,43,12702379,1354963,10667.001826980599,11984.0,94.344531839272
1750,42,Pennsylvania,44,12702379,1456609,11467.214133667401,15744.0,123.9452861546644
1751,42,Pennsylvania,45,12702379,1583025,12462.429281947892,20662.0,162.66244299591438
1752,42,Pennsylvania,46,12702379,1779521,14009.352106404634,33881.0,266.72956302122617
1753,42,Pennsylvania,47,12702379,2060452,16220.992933685886,44745.0,352.2568488942111
1754,42,Pennsylvania,48,12702379,2388424,18802.965964092236,47599.0,374.7250810261606
1755,44,Rhode Island,4,1052567,0,0.0,0.0,0.0
1756,44,Rhode Island,5,1052567,0,0.0,0.0,0.0
1757,44,Rhode Island,6,1052567,0,0.0,0.0,0.0
1758,44,Rhode Island,7,1052567,0,0.0,0.0,0.0
