,state,week_of_year,pop_count_2019,percent_age65over,percent_female,percent_white,percent_black,cases_cum,cases_cum_rate_100K,cases_count_pos,cases_rate_100K
1435,New Mexico,44,2096829,18.00843082578503,50.52376707876512,81.8691462203165,2.61213479973808,314116,14980.525355191101,5369.0,256.053307160479
1436,New Mexico,45,2096829,18.00843082578503,50.52376707876512,81.8691462203165,2.61213479973808,359651,17152.137823351357,7649.0,364.78892651713613
1437,New Mexico,46,2096829,18.00843082578503,50.52376707876512,81.8691462203165,2.61213479973808,423024,20174.463439794086,9320.0,444.4806896508967
1438,New Mexico,47,2096829,18.00843082578503,50.52376707876512,81.8691462203165,2.61213479973808,516015,24609.302904528697,17695.0,843.8933265421261
1439,New Mexico,48,2096829,18.00843082578503,50.52376707876512,81.8691462203165,2.61213479973808,629544,30023.621382573398,13521.0,644.8308374216496
1440,New York,4,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,0,0.0,0.0,0.0
1441,New York,5,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,0,0.0,0.0,0.0
1442,New York,6,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,0,0.0,0.0,0.0
1443,New York,7,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,0,0.0,0.0,0.0
1444,New York,8,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,0,0.0,0.0,0.0
1445,New York,9,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,1,0.005140447036920386,1.0,0.005140447036920386
1446,New York,10,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,275,1.4136229351531064,105.0,0.5397469388766407
1447,New York,11,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,2621,13.473111683768336,626.0,3.2179198451121622
1448,New York,12,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,41545,213.55987214885747,14456.0,74.31030236572113
1449,New York,13,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,276824,1422.9991105484492,44595.0,229.23823561146466
1450,New York,14,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,665176,3419.301998230556,64302.0,330.54102536805476
1451,New York,15,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,1135644,5837.717834796415,67340.0,346.15770346621883
1452,New York,16,19453561,16.943663938956984,51.43384802401987,69.63648454902422,17.58610158829018,1566815,8054.129524152416,55316.0,284.3489682942881
